epoch,wind_lull_mps,wind_avg_mps,wind_gust_mps,wind_dir_deg,air_temp_c,relative_humidity_pct,baro_pressure_mb,sea_level_pressure_mb,solar_radiation_wm2,uv_index,precip_mm,precip_type,lightning_avg_dist_km,lightning_count,battery_v,report_interval_min,local_day,local_minute,time_utc,wind_lull_mph,wind_avg_mph,wind_gust_mph,gust_factor
1765568400,0.0,1.9,3.7,122,3,1017.3,25.5,43,1238629,5.13,10322,0.0,0,0,0,2.77,5,0.0,2025-12-12T19:40:00+00:00,0.0,4.250178954903359,8.27666428060128,1.95
1765568700,0.0,1.3,3.0,69,3,1017.3,25.5,43,1199784,4.97,9998,0.0,0,0,0,2.78,5,0.0,2025-12-12T19:45:00+00:00,0.0,2.9080171796707197,6.710808876163199,2.31
1765569000,0.1,1.2,2.8,58,3,1017.2,25.4,43,1167747,4.84,9731,0.0,0,0,0,2.78,5,0.0,2025-12-12T19:50:00+00:00,0.22369362920544,2.6843235504652796,6.263421617752319,2.33
1765569300,0.0,1.2,2.5,90,3,1017.3,25.6,42,1126857,4.67,9390,0.0,0,0,0,2.78,5,0.0,2025-12-12T19:55:00+00:00,0.0,2.6843235504652796,5.592340730136,2.08
1765569600,0.0,1.4,2.6,137,3,1017.3,25.8,41,1060916,4.4,8841,0.0,0,0,0,2.78,5,0.0,2025-12-12T20:00:00+00:00,0.0,3.1317108088761594,5.816034359341439,1.86
1765569900,0.1,1.7,3.9,111,3,1017.4,25.8,41,1039037,4.31,8659,0.0,0,0,0,2.78,5,0.0,2025-12-12T20:05:00+00:00,0.22369362920544,3.8027916964924797,8.724051539012159,2.29
1765570200,0.0,1.4,3.3,99,3,1017.4,25.7,42,975961,4.04,8133,0.0,0,0,0,2.78,5,0.0,2025-12-12T20:10:00+00:00,0.0,3.1317108088761594,7.381889763779519,2.36
1765570500,0.2,1.5,3.2,102,3,1017.3,25.6,43,866152,3.59,7218,0.0,0,0,0,2.78,5,0.0,2025-12-12T20:15:00+00:00,0.44738725841088,3.3554044380815995,7.15819613457408,2.13
1765570800,0.0,1.4,3.2,67,3,1017.2,25.5,43,914916,3.79,7624,0.0,0,0,0,2.78,5,0.0,2025-12-12T20:20:00+00:00,0.0,3.1317108088761594,7.15819613457408,2.29
1765571100,0.0,1.2,2.9,73,3,1017.2,25.4,43,909398,3.77,7578,0.0,0,0,0,2.78,5,0.0,2025-12-12T20:25:00+00:00,0.0,2.6843235504652796,6.487115246957759,2.42
1765571400,0.1,1.9,4.2,62,3,1017.2,25.4,44,868028,3.6,7234,0.0,0,0,0,2.78,5,0.0,2025-12-12T20:30:00+00:00,0.22369362920544,4.250178954903359,9.39513242662848,2.21
1765571700,0.0,1.1,2.4,56,3,1017.2,25.4,43,600901,2.49,5008,0.0,0,0,0,2.78,5,0.0,2025-12-12T20:35:00+00:00,0.0,2.46062992125984,5.368647100930559,2.18
1765572000,0.9,1.7,3.1,47,3,1017.2,25.1,44,629527,2.61,5246,0.0,0,0,0,2.78,5,0.0,2025-12-12T20:40:00+00:00,2.0132426628489597,3.8027916964924797,6.9345025053686395,1.82
1765572300,0.0,1.4,3.1,35,3,1017.2,24.9,44,633785,2.62,5282,0.0,0,0,0,2.78,5,0.0,2025-12-12T20:45:00+00:00,0.0,3.1317108088761594,6.9345025053686395,2.21
1765572600,0.1,1.5,2.5,60,3,1017.2,24.7,44,477824,1.98,3982,0.0,0,0,0,2.78,5,0.0,2025-12-12T20:50:00+00:00,0.22369362920544,3.3554044380815995,5.592340730136,1.67
1765572900,0.0,1.7,3.1,77,3,1017.4,24.4,45,417637,1.73,3480,0.0,0,0,0,2.78,5,0.0,2025-12-12T20:55:00+00:00,0.0,3.8027916964924797,6.9345025053686395,1.82
